caseid,task,user,end_timestamp,start_timestamp
1631,A_SUBMITTED,E,2022-07-09 06:15:39,2022-07-09 05:14:41
1601,A_PREACCEPTED,E,2022-07-09 05:58:44,2022-07-09 05:24:41
1631,A_PARTLYSUBMITTED,E,2022-07-09 06:48:22,2022-07-09 06:15:40
1632,A_SUBMITTED,E,2022-07-09 07:47:24,2022-07-09 06:54:08
1632,A_PARTLYSUBMITTED,E,2022-07-09 07:50:46,2022-07-09 07:47:25
1633,A_SUBMITTED,D,2022-07-09 11:02:51,2022-07-09 09:56:30
1633,A_PARTLYSUBMITTED,E,2022-07-09 11:11:40,2022-07-09 11:02:52
1602,W_Assess_fraud,A,2022-07-09 11:28:38,2022-07-09 11:11:49
1602,A_PREACCEPTED,D,2022-07-09 11:59:21,2022-07-09 11:28:39
1603,W_Fix_incomplete_submission,A,2022-07-09 12:25:16,2022-07-09 12:07:08
1634,A_SUBMITTED,E,2022-07-09 13:22:38,2022-07-09 12:36:10
1634,A_PARTLYSUBMITTED,D,2022-07-09 13:44:53,2022-07-09 13:22:39
1604,W_Fix_incomplete_submission,A,2022-07-09 15:31:35,2022-07-09 14:56:48
1635,A_SUBMITTED,E,2022-07-09 16:38:28,2022-07-09 15:24:01
1604,A_PREACCEPTED,D,2022-07-09 16:27:35,2022-07-09 15:31:36
1635,A_PARTLYSUBMITTED,E,2022-07-09 17:17:21,2022-07-09 16:38:29
1636,A_SUBMITTED,E,2022-07-09 19:10:41,2022-07-09 18:10:52
1636,A_PARTLYSUBMITTED,E,2022-07-09 19:28:45,2022-07-09 19:10:42
1605,W_Fix_incomplete_submission,A,2022-07-09 21:39:45,2022-07-09 20:46:07
1637,A_SUBMITTED,D,2022-07-09 21:11:21,2022-07-09 20:56:15
1637,A_PARTLYSUBMITTED,D,2022-07-09 22:45:39,2022-07-09 21:11:22
1605,A_PREACCEPTED,D,2022-07-09 22:46:51,2022-07-09 21:39:46
1606,W_Assess_fraud,A,2022-07-09 23:31:55,2022-07-09 23:29:59
1606,A_PREACCEPTED,D,2022-07-10 00:48:54,2022-07-09 23:31:56
1638,A_SUBMITTED,E,2022-07-10 00:24:10,2022-07-09 23:52:35
1638,A_PARTLYSUBMITTED,D,2022-07-10 00:33:52,2022-07-10 00:24:11
1639,A_SUBMITTED,E,2022-07-10 02:57:32,2022-07-10 02:39:30
1607,W_Fix_incomplete_submission,A,2022-07-10 02:57:35,2022-07-10 02:47:33
1639,A_PARTLYSUBMITTED,D,2022-07-10 03:37:28,2022-07-10 02:57:33
1607,A_PREACCEPTED,E,2022-07-10 03:51:52,2022-07-10 02:57:36
1608,W_Assess_fraud,A,2022-07-10 04:58:38,2022-07-10 04:27:23
1608,A_PREACCEPTED,E,2022-07-10 05:26:26,2022-07-10 04:58:39
1640,A_SUBMITTED,D,2022-07-10 06:52:25,2022-07-10 05:25:25
1609,W_Fix_incomplete_submission,A,2022-07-10 06:34:05,2022-07-10 06:33:25
1640,A_PARTLYSUBMITTED,D,2022-07-10 08:17:53,2022-07-10 06:52:26
1609,O_DECLINED,C,2022-07-10 07:24:03,2022-07-10 06:55:32
1609,A_DECLINED,E,2022-07-10 08:30:31,2022-07-10 07:24:04
1610,W_Fix_incomplete_submission,A,2022-07-10 08:42:54,2022-07-10 08:05:57
1641,A_SUBMITTED,D,2022-07-10 08:50:28,2022-07-10 08:17:53
1610,A_PREACCEPTED,D,2022-07-10 09:34:31,2022-07-10 08:42:55
1641,A_PARTLYSUBMITTED,E,2022-07-10 09:12:52,2022-07-10 08:50:29
1642,A_SUBMITTED,D,2022-07-10 11:07:22,2022-07-10 11:04:53
1642,A_PARTLYSUBMITTED,E,2022-07-10 12:19:04,2022-07-10 11:07:23
1643,A_SUBMITTED,E,2022-07-10 15:04:21,2022-07-10 13:52:06
1611,W_Assess_fraud,A,2022-07-10 14:29:13,2022-07-10 14:18:10
1611,A_CANCELLED,D,2022-07-10 14:37:02,2022-07-10 14:29:14
1643,A_PARTLYSUBMITTED,E,2022-07-10 15:09:58,2022-07-10 15:04:22
1644,A_SUBMITTED,E,2022-07-10 17:13:36,2022-07-10 16:35:52
1612,W_Assess_fraud,A,2022-07-10 17:06:18,2022-07-10 16:46:42
1612,O_DECLINED,C,2022-07-10 17:59:10,2022-07-10 17:06:19
1644,A_PARTLYSUBMITTED,D,2022-07-10 18:30:07,2022-07-10 17:13:37
1612,A_DECLINED,E,2022-07-10 18:00:00,2022-07-10 17:59:11
1613,W_Fix_incomplete_submission,A,2022-07-10 19:35:27,2022-07-10 19:16:49
1645,A_SUBMITTED,E,2022-07-10 21:04:30,2022-07-10 19:25:32
1613,A_PREACCEPTED,E,2022-07-10 19:41:25,2022-07-10 19:35:28
1645,A_PARTLYSUBMITTED,D,2022-07-10 21:54:55,2022-07-10 21:04:31
1646,A_SUBMITTED,D,2022-07-10 23:30:36,2022-07-10 22:07:59
1614,W_Assess_fraud,A,2022-07-10 22:14:29,2022-07-10 22:08:18
1615,W_Assess_fraud,A,2022-07-10 22:44:28,2022-07-10 22:14:29
1614,A_PREACCEPTED,D,2022-07-10 22:24:11,2022-07-10 22:20:31
1615,A_PREACCEPTED,D,2022-07-10 23:32:39,2022-07-10 22:44:29
1646,A_PARTLYSUBMITTED,E,2022-07-11 00:28:43,2022-07-10 23:30:37
1647,A_SUBMITTED,E,2022-07-11 01:40:49,2022-07-11 00:55:27
1647,A_PARTLYSUBMITTED,E,2022-07-11 02:18:31,2022-07-11 01:40:50
1616,W_Assess_fraud,A,2022-07-11 01:47:29,2022-07-11 01:43:26
1616,A_PREACCEPTED,E,2022-07-11 02:45:08,2022-07-11 02:01:59
1648,A_SUBMITTED,D,2022-07-11 04:09:15,2022-07-11 03:39:42
1648,A_PARTLYSUBMITTED,E,2022-07-11 04:37:57,2022-07-11 04:09:16
1617,W_Fix_incomplete_submission,A,2022-07-11 04:35:55,2022-07-11 04:35:29
1617,A_PREACCEPTED,D,2022-07-11 04:45:27,2022-07-11 04:35:56
1618,W_Assess_fraud,A,2022-07-11 05:48:37,2022-07-11 05:37:31
1618,A_PREACCEPTED,E,2022-07-11 06:05:57,2022-07-11 05:48:38
1649,A_SUBMITTED,D,2022-07-11 07:32:39,2022-07-11 06:28:58
1619,W_Assess_fraud,A,2022-07-11 07:15:13,2022-07-11 07:09:47
1619,A_PREACCEPTED,E,2022-07-11 07:57:34,2022-07-11 07:32:39
1649,A_PARTLYSUBMITTED,E,2022-07-11 08:44:44,2022-07-11 08:23:51
1650,A_SUBMITTED,E,2022-07-11 10:32:53,2022-07-11 09:17:09
1650,A_PARTLYSUBMITTED,E,2022-07-11 11:07:01,2022-07-11 10:32:54
1651,A_SUBMITTED,E,2022-07-11 13:54:05,2022-07-11 12:25:24
1651,A_PARTLYSUBMITTED,E,2022-07-11 14:43:32,2022-07-11 13:57:54
1620,W_Assess_fraud,A,2022-07-11 14:06:40,2022-07-11 14:06:36
1620,A_PREACCEPTED,D,2022-07-11 16:15:56,2022-07-11 14:59:06
1652,A_SUBMITTED,D,2022-07-11 16:50:26,2022-07-11 15:46:06
1652,A_PARTLYSUBMITTED,D,2022-07-11 17:17:49,2022-07-11 16:59:44
1653,A_SUBMITTED,E,2022-07-11 18:34:05,2022-07-11 17:36:50
1621,W_Assess_fraud,A,2022-07-11 18:23:09,2022-07-11 18:14:56
1621,A_PREACCEPTED,E,2022-07-11 19:10:23,2022-07-11 18:34:05
1653,A_PARTLYSUBMITTED,E,2022-07-11 19:28:04,2022-07-11 19:10:23
1654,A_SUBMITTED,D,2022-07-11 22:18:39,2022-07-11 21:21:20
1622,W_Assess_fraud,A,2022-07-11 21:55:52,2022-07-11 21:47:15
1622,A_PREACCEPTED,D,2022-07-11 22:40:26,2022-07-11 22:18:39
1654,A_PARTLYSUBMITTED,D,2022-07-11 23:35:45,2022-07-11 22:55:04
1655,A_SUBMITTED,D,2022-07-12 00:58:24,2022-07-11 23:35:45
1655,A_PARTLYSUBMITTED,D,2022-07-12 01:32:25,2022-07-12 00:58:25
1656,A_SUBMITTED,D,2022-07-12 03:28:15,2022-07-12 01:53:08
1656,A_PARTLYSUBMITTED,E,2022-07-12 04:31:58,2022-07-12 03:28:16
1623,W_Fix_incomplete_submission,A,2022-07-12 05:03:12,2022-07-12 04:34:53
1657,A_SUBMITTED,D,2022-07-12 05:34:37,2022-07-12 04:39:00
1623,O_DECLINED,C,2022-07-12 06:35:13,2022-07-12 05:29:52
1657,A_PARTLYSUBMITTED,E,2022-07-12 05:58:57,2022-07-12 05:34:38
1623,A_DECLINED,E,2022-07-12 07:07:21,2022-07-12 06:35:14
1624,W_Assess_fraud,A,2022-07-12 07:05:15,2022-07-12 06:50:19
1658,A_SUBMITTED,E,2022-07-12 07:29:09,2022-07-12 07:26:22
1624,O_DECLINED,C,2022-07-12 08:34:03,2022-07-12 07:26:36
1658,A_PARTLYSUBMITTED,E,2022-07-12 07:48:31,2022-07-12 07:29:10
1625,W_Fix_incomplete_submission,A,2022-07-12 08:33:49,2022-07-12 08:01:40
1625,A_PREACCEPTED,E,2022-07-12 08:49:35,2022-07-12 08:33:50
1624,A_DECLINED,D,2022-07-12 09:30:47,2022-07-12 08:34:04
1659,A_SUBMITTED,D,2022-07-12 11:21:04,2022-07-12 10:11:10
1659,A_PARTLYSUBMITTED,E,2022-07-12 11:54:13,2022-07-12 11:21:05
1626,W_Fix_incomplete_submission,A,2022-07-12 12:17:51,2022-07-12 12:02:17
1626,A_PREACCEPTED,E,2022-07-12 12:19:50,2022-07-12 12:17:52
1660,A_SUBMITTED,D,2022-07-12 13:37:34,2022-07-12 12:58:45
1660,A_PARTLYSUBMITTED,D,2022-07-12 14:07:13,2022-07-12 13:37:35
1627,W_Assess_fraud,A,2022-07-12 15:17:07,2022-07-12 15:05:20
1627,A_PREACCEPTED,D,2022-07-12 16:04:20,2022-07-12 15:17:08
1661,A_SUBMITTED,D,2022-07-12 16:32:26,2022-07-12 15:58:38
1661,A_PARTLYSUBMITTED,E,2022-07-12 17:04:42,2022-07-12 16:32:27
1628,W_Assess_fraud,A,2022-07-12 17:35:12,2022-07-12 16:49:23
1628,A_PREACCEPTED,E,2022-07-12 18:33:13,2022-07-12 17:35:13
1662,A_SUBMITTED,E,2022-07-12 20:18:03,2022-07-12 18:34:07
1629,W_Fix_incomplete_submission,A,2022-07-12 20:34:37,2022-07-12 20:16:29
1662,A_PARTLYSUBMITTED,D,2022-07-12 21:14:25,2022-07-12 20:18:05
1600,W_Complete_preaccepted_appl,A,2022-07-12 21:17:37,2022-07-12 21:05:31
1630,W_Fix_incomplete_submission,A,2022-07-12 22:37:39,2022-07-12 22:16:02
1600,A_ACCEPTED,D,2022-07-12 22:22:00,2022-07-12 22:20:53
1663,A_SUBMITTED,D,2022-07-12 22:59:27,2022-07-12 22:22:00
1600,A_FINALIZED,E,2022-07-13 00:35:22,2022-07-12 23:46:01
1630,A_PREACCEPTED,D,2022-07-13 00:46:09,2022-07-12 23:47:36
1663,A_PARTLYSUBMITTED,D,2022-07-13 00:53:07,2022-07-13 00:46:09
1601,W_Complete_preaccepted_appl,A,2022-07-13 01:31:32,2022-07-13 01:04:37
1631,W_Fix_incomplete_submission,A,2022-07-13 01:43:50,2022-07-13 01:37:02
1664,A_SUBMITTED,E,2022-07-13 02:38:51,2022-07-13 01:54:09
1600,O_SELECTED,C,2022-07-13 03:03:19,2022-07-13 02:12:49
1631,A_PREACCEPTED,D,2022-07-13 02:40:08,2022-07-13 02:38:51
1632,W_Assess_fraud,A,2022-07-13 03:40:39,2022-07-13 03:21:38
1664,A_PARTLYSUBMITTED,E,2022-07-13 04:40:38,2022-07-13 03:39:25
1665,A_SUBMITTED,D,2022-07-13 05:01:51,2022-07-13 03:56:28
1633,W_Assess_fraud,A,2022-07-13 05:10:28,2022-07-13 04:44:27
1632,A_PREACCEPTED,E,2022-07-13 05:35:46,2022-07-13 05:01:51
1665,A_PARTLYSUBMITTED,D,2022-07-13 06:19:53,2022-07-13 05:25:25
1633,A_PREACCEPTED,D,2022-07-13 06:37:32,2022-07-13 05:35:46
1600,O_CREATED,C,2022-07-13 06:24:07,2022-07-13 06:10:55
1600,O_SENT,C,2022-07-13 10:58:21,2022-07-13 06:54:00
1666,A_SUBMITTED,D,2022-07-13 07:46:29,2022-07-13 07:19:26
1602,W_Complete_preaccepted_appl,A,2022-07-13 07:55:20,2022-07-13 07:32:29
1603,W_Fix_incomplete_submission,A,2022-07-13 07:58:26,2022-07-13 07:55:20
1666,A_PARTLYSUBMITTED,D,2022-07-13 08:04:44,2022-07-13 07:57:55
1602,A_ACCEPTED,E,2022-07-13 08:20:43,2022-07-13 07:59:49
1603,A_PREACCEPTED,D,2022-07-13 08:12:08,2022-07-13 08:04:44
1602,A_FINALIZED,E,2022-07-13 09:19:16,2022-07-13 08:40:59
1667,A_SUBMITTED,E,2022-07-13 09:48:24,2022-07-13 08:48:28
1634,W_Fix_incomplete_submission,A,2022-07-13 10:30:54,2022-07-13 09:48:04
1667,A_PARTLYSUBMITTED,E,2022-07-13 11:02:56,2022-07-13 10:00:37
1634,A_PREACCEPTED,E,2022-07-13 12:15:29,2022-07-13 11:02:56
1668,A_SUBMITTED,E,2022-07-13 12:29:41,2022-07-13 11:30:57
1602,O_SELECTED,C,2022-07-13 11:48:41,2022-07-13 11:42:48
1604,W_Complete_preaccepted_appl,A,2022-07-13 12:26:42,2022-07-13 12:04:14
1668,A_PARTLYSUBMITTED,E,2022-07-13 13:00:46,2022-07-13 12:29:42
1669,A_SUBMITTED,E,2022-07-13 14:37:28,2022-07-13 14:07:03
1669,A_PARTLYSUBMITTED,D,2022-07-13 15:26:39,2022-07-13 14:37:29
1635,W_Assess_fraud,A,2022-07-13 15:00:01,2022-07-13 14:52:05
1635,A_PREACCEPTED,E,2022-07-13 15:37:14,2022-07-13 15:00:02
1602,O_CREATED,C,2022-07-13 15:41:25,2022-07-13 15:31:39
1670,A_SUBMITTED,E,2022-07-13 17:41:36,2022-07-13 16:54:11
1670,A_PARTLYSUBMITTED,E,2022-07-13 18:37:49,2022-07-13 17:41:37
1636,W_Assess_fraud,A,2022-07-13 18:20:45,2022-07-13 18:07:36
1636,A_PREACCEPTED,D,2022-07-13 19:20:15,2022-07-13 18:20:46
1637,W_Fix_incomplete_submission,A,2022-07-13 20:37:21,2022-07-13 19:38:51
1671,A_SUBMITTED,E,2022-07-13 20:07:37,2022-07-13 19:40:34
1671,A_PARTLYSUBMITTED,E,2022-07-13 21:04:04,2022-07-13 20:07:38
1605,W_Complete_preaccepted_appl,A,2022-07-13 20:42:28,2022-07-13 20:37:21
1637,A_PREACCEPTED,D,2022-07-13 20:50:06,2022-07-13 20:37:22
1602,O_SENT,C,2022-07-13 20:52:12,2022-07-13 20:44:13
1605,A_ACCEPTED,D,2022-07-13 21:01:57,2022-07-13 20:50:06
1605,A_FINALIZED,E,2022-07-13 21:28:17,2022-07-13 21:01:58
1638,W_Fix_incomplete_submission,A,2022-07-13 22:29:34,2022-07-13 22:13:26
1672,A_SUBMITTED,D,2022-07-13 22:49:19,2022-07-13 22:22:32
1606,W_Complete_preaccepted_appl,A,2022-07-13 22:54:32,2022-07-13 22:29:34
1602,O_SENT_BACK,C,2022-07-13 23:47:05,2022-07-13 23:11:29
1672,A_PARTLYSUBMITTED,D,2022-07-14 00:12:39,2022-07-13 23:20:00
1605,O_SELECTED,C,2022-07-14 00:00:25,2022-07-13 23:47:05
1606,A_ACCEPTED,E,2022-07-14 00:18:54,2022-07-13 23:52:38
1606,A_FINALIZED,D,2022-07-14 00:47:15,2022-07-14 00:18:55
1605,O_CREATED,C,2022-07-14 00:58:38,2022-07-14 00:54:34
1673,A_SUBMITTED,E,2022-07-14 02:49:44,2022-07-14 01:18:32
1639,W_Fix_incomplete_submission,A,2022-07-14 03:02:15,2022-07-14 02:29:54
1606,O_SELECTED,C,2022-07-14 02:50:32,2022-07-14 02:44:08
1673,A_PARTLYSUBMITTED,E,2022-07-14 02:50:26,2022-07-14 02:49:45
1639,A_CANCELLED,E,2022-07-14 03:10:39,2022-07-14 03:02:16
1607,W_Complete_preaccepted_appl,A,2022-07-14 03:21:09,2022-07-14 03:05:30
1607,A_ACCEPTED,E,2022-07-14 03:26:07,2022-07-14 03:21:10
1607,A_FINALIZED,E,2022-07-14 05:01:55,2022-07-14 03:26:08
1674,A_SUBMITTED,D,2022-07-14 04:50:57,2022-07-14 03:54:14
1608,W_Complete_preaccepted_appl,A,2022-07-14 04:02:27,2022-07-14 03:59:23
1605,O_SENT,C,2022-07-14 05:25:47,2022-07-14 04:36:06
1674,A_PARTLYSUBMITTED,E,2022-07-14 05:38:13,2022-07-14 05:01:55
1640,W_Assess_fraud,A,2022-07-14 05:44:37,2022-07-14 05:36:20
1641,W_Assess_fraud,A,2022-07-14 05:51:49,2022-07-14 05:44:37
1610,W_Complete_preaccepted_appl,A,2022-07-14 06:13:54,2022-07-14 05:51:55
1606,O_CREATED,C,2022-07-14 06:06:14,2022-07-14 06:02:35
1640,A_PREACCEPTED,D,2022-07-14 06:13:18,2022-07-14 06:03:53
1641,A_PREACCEPTED,E,2022-07-14 06:54:10,2022-07-14 06:13:18
1675,A_SUBMITTED,E,2022-07-14 07:32:19,2022-07-14 06:43:57
1642,W_Assess_fraud,A,2022-07-14 07:08:42,2022-07-14 07:05:49
1642,A_PREACCEPTED,E,2022-07-14 08:13:56,2022-07-14 07:08:43
1675,A_PARTLYSUBMITTED,D,2022-07-14 07:40:54,2022-07-14 07:32:20
1643,W_Assess_fraud,A,2022-07-14 08:49:58,2022-07-14 08:35:56
1643,A_PREACCEPTED,E,2022-07-14 09:17:56,2022-07-14 08:49:59
1607,O_SELECTED,C,2022-07-14 09:06:49,2022-07-14 08:53:17
1676,A_SUBMITTED,E,2022-07-14 10:29:47,2022-07-14 09:35:28
1676,A_PARTLYSUBMITTED,E,2022-07-14 10:56:19,2022-07-14 10:29:48
1644,W_Assess_fraud,A,2022-07-14 11:08:11,2022-07-14 10:49:10
1644,A_PREACCEPTED,D,2022-07-14 11:51:25,2022-07-14 11:08:12
1613,W_Complete_preaccepted_appl,A,2022-07-14 11:48:25,2022-07-14 11:17:43
1606,O_SENT,C,2022-07-14 13:08:27,2022-07-14 11:49:06
1677,A_SUBMITTED,E,2022-07-14 13:30:36,2022-07-14 12:21:07
1645,W_Fix_incomplete_submission,A,2022-07-14 12:43:59,2022-07-14 12:26:27
1645,A_PREACCEPTED,E,2022-07-14 13:17:27,2022-07-14 12:44:00
1614,W_Complete_preaccepted_appl,A,2022-07-14 13:04:05,2022-07-14 12:46:45
1677,A_PARTLYSUBMITTED,E,2022-07-14 14:21:34,2022-07-14 13:30:37
1615,W_Complete_preaccepted_appl,A,2022-07-14 14:15:11,2022-07-14 14:10:54
1646,W_Assess_fraud,A,2022-07-14 14:31:50,2022-07-14 14:15:11
1615,A_ACCEPTED,E,2022-07-14 14:31:49,2022-07-14 14:21:34
1607,O_CREATED,C,2022-07-14 14:35:06,2022-07-14 14:31:25
1615,A_FINALIZED,E,2022-07-14 15:25:30,2022-07-14 14:31:50
1646,A_PREACCEPTED,E,2022-07-14 14:55:36,2022-07-14 14:37:29
1678,A_SUBMITTED,D,2022-07-14 15:26:30,2022-07-14 15:11:29
1678,A_PARTLYSUBMITTED,E,2022-07-14 15:49:29,2022-07-14 15:26:31
1647,W_Assess_fraud,A,2022-07-14 16:27:19,2022-07-14 16:05:30
1647,A_PREACCEPTED,E,2022-07-14 16:50:19,2022-07-14 16:27:20
1616,W_Complete_preaccepted_appl,A,2022-07-14 17:02:58,2022-07-14 16:33:13
1679,A_SUBMITTED,D,2022-07-14 18:27:34,2022-07-14 17:57:52
1648,W_Fix_incomplete_submission,A,2022-07-14 18:16:17,2022-07-14 18:14:00
1617,W_Complete_preaccepted_appl,A,2022-07-14 18:20:33,2022-07-14 18:16:17
1679,A_PARTLYSUBMITTED,E,2022-07-14 18:51:29,2022-07-14 18:28:13
1618,W_Complete_preaccepted_appl,A,2022-07-14 19:44:43,2022-07-14 19:37:42
1680,A_SUBMITTED,D,2022-07-14 21:50:15,2022-07-14 20:44:27
1619,W_Complete_preaccepted_appl,A,2022-07-14 20:54:56,2022-07-14 20:45:23
1649,W_Assess_fraud,A,2022-07-14 21:59:52,2022-07-14 21:02:17
1619,A_DECLINED,E,2022-07-14 22:42:13,2022-07-14 21:50:15
1680,A_PARTLYSUBMITTED,E,2022-07-14 22:22:00,2022-07-14 22:00:03
1649,A_PREACCEPTED,E,2022-07-14 23:49:55,2022-07-14 22:22:00
1650,W_Assess_fraud,A,2022-07-14 23:07:36,2022-07-14 22:44:28
1607,O_SENT,C,2022-07-14 23:06:26,2022-07-14 23:04:16
1615,O_SELECTED,C,2022-07-14 23:07:15,2022-07-14 23:06:26
1650,A_PREACCEPTED,E,2022-07-15 00:18:02,2022-07-14 23:49:55
1651,W_Assess_fraud,A,2022-07-15 00:17:56,2022-07-15 00:16:25
1681,A_SUBMITTED,E,2022-07-15 00:59:22,2022-07-15 00:18:02
1620,W_Complete_preaccepted_appl,A,2022-07-15 00:59:51,2022-07-15 00:43:25
1652,W_Assess_fraud,A,2022-07-15 01:14:17,2022-07-15 01:14:13
1651,A_PREACCEPTED,E,2022-07-15 02:38:56,2022-07-15 01:14:28
1681,A_PARTLYSUBMITTED,D,2022-07-15 03:17:20,2022-07-15 01:56:55
1621,W_Complete_preaccepted_appl,A,2022-07-15 02:41:50,2022-07-15 02:18:08
1652,A_PREACCEPTED,D,2022-07-15 03:41:55,2022-07-15 02:38:56
1653,W_Fix_incomplete_submission,A,2022-07-15 03:38:17,2022-07-15 02:58:10
1682,A_SUBMITTED,D,2022-07-15 06:22:42,2022-07-15 05:10:51
1622,W_Complete_preaccepted_appl,A,2022-07-15 06:01:48,2022-07-15 05:15:55
1653,A_PREACCEPTED,D,2022-07-15 06:48:18,2022-07-15 06:22:42
1654,W_Assess_fraud,A,2022-07-15 07:03:43,2022-07-15 06:32:33
1683,A_SUBMITTED,D,2022-07-15 09:08:24,2022-07-15 07:51:31
